index,img_id,img_path,qu_id,qu_sentence,qu_tokens,all_ans,valid_ans
61,621,preprocessed/img/img_train/abstract_v002_train2015_000000000621.png,6211,Who is holding the basket?,"['who', 'is', 'holding', 'the', 'basket', '?']",['man'],['man']
62,621,preprocessed/img/img_train/abstract_v002_train2015_000000000621.png,6212,How many fish are in the pond?,"['how', 'many', 'fish', 'are', 'in', 'the', 'pond', '?']",['1'],['1']
63,317,preprocessed/img/img_train/abstract_v002_train2015_000000000317.png,3170,Are the chairs the same?,"['are', 'the', 'chairs', 'the', 'same', '?']",['no'],['no']
64,317,preprocessed/img/img_train/abstract_v002_train2015_000000000317.png,3171,What color are the curtains?,"['what', 'color', 'are', 'the', 'curtains', '?']",['white'],['white']
65,317,preprocessed/img/img_train/abstract_v002_train2015_000000000317.png,3172,What is on the table?,"['what', 'is', 'on', 'the', 'table', '?']","['brown', 'potted plant', 'plant']","['brown', 'potted plant', 'plant']"
66,956,preprocessed/img/img_train/abstract_v002_train2015_000000000956.png,9560,What kind of plant is under the window?,"['what', 'kind', 'of', 'plant', 'is', 'under', 'the', 'window', '?']","['green plant', 'bush', 'shrub', 'visa', 'fern', 'ficus', 'leafy plant', 'potted bush', 'indoor plant']","['green plant', 'bush', 'shrub', 'visa', 'fern', 'ficus', 'leafy plant', 'potted bush', 'indoor plant']"
67,956,preprocessed/img/img_train/abstract_v002_train2015_000000000956.png,9561,Is the woman resting on a pillow?,"['is', 'the', 'woman', 'resting', 'on', 'a', 'pillow', '?']",['no'],['no']
68,956,preprocessed/img/img_train/abstract_v002_train2015_000000000956.png,9562,Is the dog asleep or awake?,"['is', 'the', 'dog', 'asleep', 'or', 'awake', '?']","['yes', 'asleep']","['yes', 'asleep']"
69,319,preprocessed/img/img_train/abstract_v002_train2015_000000000319.png,3192,What kind of dog is this?,"['what', 'kind', 'of', 'dog', 'is', 'this', '?']","['chiwawa', 'yellow', 'chihuahua', 'puppy', 'poodle']","['chiwawa', 'yellow', 'chihuahua', 'puppy', 'poodle']"
70,319,preprocessed/img/img_train/abstract_v002_train2015_000000000319.png,3190,Who is sitting on the couch?,"['who', 'is', 'sitting', 'on', 'the', 'couch', '?']",['dog'],['dog']
71,319,preprocessed/img/img_train/abstract_v002_train2015_000000000319.png,3191,Is the little boy playing with his toys?,"['is', 'the', 'little', 'boy', 'playing', 'with', 'his', 'toys', '?']","['yes', 'no']","['yes', 'no']"
72,148,preprocessed/img/img_train/abstract_v002_train2015_000000000148.png,1480,What is the woman sitting on?,"['what', 'is', 'the', 'woman', 'sitting', 'on', '?']","['sofa', 'couch']","['sofa', 'couch']"
73,148,preprocessed/img/img_train/abstract_v002_train2015_000000000148.png,1481,Why is the woman by herself?,"['why', 'is', 'the', 'woman', 'by', 'herself', '?']","['everyone else left', 'lonely', 'no one else is home', 'she is home alone', 'she is single', ""i don't know"", 'kids at school, husband at work', 'because she got home early', 'spinster']","['everyone else left', 'lonely', 'she is home alone', 'no one else is home', 'she is single', 'because she got home early', 'spinster']"
74,148,preprocessed/img/img_train/abstract_v002_train2015_000000000148.png,1482,What type of outfit is she wearing?,"['what', 'type', 'of', 'outfit', 'is', 'she', 'wearing', '?']","['long sleeves', 'casual', 'sweater and pants', 'shirt and pants', 'classy', 'sweater']","['long sleeves', 'casual', 'sweater and pants', 'shirt and pants', 'classy', 'sweater']"
75,728,preprocessed/img/img_train/abstract_v002_train2015_000000000728.png,7280,What is the man's left hand reaching too?,"['what', 'is', 'the', 'man', ""'"", 's', 'left', 'hand', 'reaching', 'too', '?']",['bench'],['bench']
76,728,preprocessed/img/img_train/abstract_v002_train2015_000000000728.png,7281,Is there any food?,"['is', 'there', 'any', 'food', '?']",['no'],['no']
77,728,preprocessed/img/img_train/abstract_v002_train2015_000000000728.png,7282,How many deer?,"['how', 'many', 'deer', '?']","['0', '1']","['0', '1']"
78,107,preprocessed/img/img_train/abstract_v002_train2015_000000000107.png,1072,Is the man drinking water?,"['is', 'the', 'man', 'drinking', 'water', '?']","['yes', 'no']","['yes', 'no']"
79,107,preprocessed/img/img_train/abstract_v002_train2015_000000000107.png,1070,Is the woman taking the little girl away from the man because he's drunk?,"['is', 'the', 'woman', 'taking', 'the', 'little', 'girl', 'away', 'from', 'the', 'man', 'because', 'he', ""'"", 's', 'drunk', '?']",['yes'],['yes']
80,107,preprocessed/img/img_train/abstract_v002_train2015_000000000107.png,1071,Is the man drinking legally?,"['is', 'the', 'man', 'drinking', 'legally', '?']","['yes', 'es', 'no']","['yes', 'es', 'no']"
81,918,preprocessed/img/img_train/abstract_v002_train2015_000000000918.png,9180,Is the scooter stolen?,"['is', 'the', 'scooter', 'stolen', '?']",['no'],['no']
82,918,preprocessed/img/img_train/abstract_v002_train2015_000000000918.png,9181,Is the lady older?,"['is', 'the', 'lady', 'older', '?']",['yes'],['yes']
83,918,preprocessed/img/img_train/abstract_v002_train2015_000000000918.png,9182,Is anyone with this lady?,"['is', 'anyone', 'with', 'this', 'lady', '?']",['no'],['no']
84,123,preprocessed/img/img_train/abstract_v002_train2015_000000000123.png,1232,Does the boy want to play soccer?,"['does', 'the', 'boy', 'want', 'to', 'play', 'soccer', '?']","['yes', 'no']","['yes', 'no']"
85,123,preprocessed/img/img_train/abstract_v002_train2015_000000000123.png,1230,What is the boy holding?,"['what', 'is', 'the', 'boy', 'holding', '?']","['soccer ball', 'ball']","['soccer ball', 'ball']"
86,123,preprocessed/img/img_train/abstract_v002_train2015_000000000123.png,1231,Are these two people likely related?,"['are', 'these', 'two', 'people', 'likely', 'related', '?']","['yes', 'no']","['yes', 'no']"
87,897,preprocessed/img/img_train/abstract_v002_train2015_000000000897.png,8970,The Skateboards have how many bolts on the top?,"['the', 'skateboards', 'have', 'how', 'many', 'bolts', 'on', 'the', 'top', '?']","['4', '4 each', '8', '2']","['4', '4 each', '8', '2']"
88,897,preprocessed/img/img_train/abstract_v002_train2015_000000000897.png,8971,How many kids are skateboarding on the bench?,"['how', 'many', 'kids', 'are', 'skateboarding', 'on', 'the', 'bench', '?']","['3', '1']","['3', '1']"
89,897,preprocessed/img/img_train/abstract_v002_train2015_000000000897.png,8972,Is it raining?,"['is', 'it', 'raining', '?']",['no'],['no']
90,539,preprocessed/img/img_train/abstract_v002_train2015_000000000539.png,5392,What is the kid playing with?,"['what', 'is', 'the', 'kid', 'playing', 'with', '?']","['dollhouse and robot', 'robot/dollhouse', 'toy robot and tiny house', 'dollhouse']","['dollhouse and robot', 'toy robot and tiny house', 'dollhouse']"
91,539,preprocessed/img/img_train/abstract_v002_train2015_000000000539.png,5390,What toys is the little boy playing with?,"['what', 'toys', 'is', 'the', 'little', 'boy', 'playing', 'with', '?']","['dollhouse', 'dollhouse, robot', 'robot', 'robot and doll house', 'robot and dollhouse']","['robot', 'robot and dollhouse', 'dollhouse', 'robot and doll house']"
92,539,preprocessed/img/img_train/abstract_v002_train2015_000000000539.png,5391,What do you see in front of the window?,"['what', 'do', 'you', 'see', 'in', 'front', 'of', 'the', 'window', '?']","['pot with plant', 'potted plant', 'plant']","['pot with plant', 'potted plant', 'plant']"
93,596,preprocessed/img/img_train/abstract_v002_train2015_000000000596.png,5960,Who is sitting at the table?,"['who', 'is', 'sitting', 'at', 'the', 'table', '?']","['lady is sitting at table', 'lady', 'woman']","['lady is sitting at table', 'lady', 'woman']"
94,596,preprocessed/img/img_train/abstract_v002_train2015_000000000596.png,5961,How many plants are in this picture?,"['how', 'many', 'plants', 'are', 'in', 'this', 'picture', '?']",['4'],['4']
95,596,preprocessed/img/img_train/abstract_v002_train2015_000000000596.png,5962,How many more people can sit at the table?,"['how', 'many', 'more', 'people', 'can', 'sit', 'at', 'the', 'table', '?']","['3', '2']","['3', '2']"
96,945,preprocessed/img/img_train/abstract_v002_train2015_000000000945.png,9450,Is everybody out of the house?,"['is', 'everybody', 'out', 'of', 'the', 'house', '?']",['yes'],['yes']
97,945,preprocessed/img/img_train/abstract_v002_train2015_000000000945.png,9451,Is that door to the outside or another room?,"['is', 'that', 'door', 'to', 'the', 'outside', 'or', 'another', 'room', '?']",['outside'],['outside']
98,945,preprocessed/img/img_train/abstract_v002_train2015_000000000945.png,9452,What color is the baseboard in this room?,"['what', 'color', 'is', 'the', 'baseboard', 'in', 'this', 'room', '?']","['tan', 'brown']","['tan', 'brown']"
99,398,preprocessed/img/img_train/abstract_v002_train2015_000000000398.png,3980,Where is the doll?,"['where', 'is', 'the', 'doll', '?']","['on table', 'table', 'coffee table']","['on table', 'table', 'coffee table']"
100,398,preprocessed/img/img_train/abstract_v002_train2015_000000000398.png,3981,Is the dog carrying a bone?,"['is', 'the', 'dog', 'carrying', 'a', 'bone', '?']",['yes'],['yes']
101,398,preprocessed/img/img_train/abstract_v002_train2015_000000000398.png,3982,What color is the table?,"['what', 'color', 'is', 'the', 'table', '?']",['brown'],['brown']
102,628,preprocessed/img/img_train/abstract_v002_train2015_000000000628.png,6280,What is the man on the left mad about?,"['what', 'is', 'the', 'man', 'on', 'the', 'left', 'mad', 'about', '?']","['unclear', 'nothing', 'his wife', 'not having tv', 'dinner', 'unknown', ""he can't watch football"", 'woman', 'argument', 'his age']","['unclear', 'nothing', 'his wife', 'dinner', 'not having tv', 'unknown', 'woman', 'argument', 'his age']"
103,628,preprocessed/img/img_train/abstract_v002_train2015_000000000628.png,6281,Is the man skinny?,"['is', 'the', 'man', 'skinny', '?']",['yes'],['yes']
104,628,preprocessed/img/img_train/abstract_v002_train2015_000000000628.png,6282,What color are the chairs that everyone is sitting on?,"['what', 'color', 'are', 'the', 'chairs', 'that', 'everyone', 'is', 'sitting', 'on', '?']",['blue'],['blue']
105,290,preprocessed/img/img_train/abstract_v002_train2015_000000000290.png,2900,What is on the edge of the rug?,"['what', 'is', 'on', 'the', 'edge', 'of', 'the', 'rug', '?']","[""woman's feet"", 'chair', 'seat', 'table', 'ladies feet', 'fringe', 'woman']","['chair', 'seat', 'table', 'ladies feet', 'fringe', 'woman']"
106,290,preprocessed/img/img_train/abstract_v002_train2015_000000000290.png,2901,Based on the food is this woman on a diet?,"['based', 'on', 'the', 'food', 'is', 'this', 'woman', 'on', 'a', 'diet', '?']",['no'],['no']
107,290,preprocessed/img/img_train/abstract_v002_train2015_000000000290.png,2902,Is the woman facing the food?,"['is', 'the', 'woman', 'facing', 'the', 'food', '?']",['no'],['no']
108,201,preprocessed/img/img_train/abstract_v002_train2015_000000000201.png,2010,Is it around midnight?,"['is', 'it', 'around', 'midnight', '?']","['yes', 'no/', 'no']","['yes', 'no']"
109,201,preprocessed/img/img_train/abstract_v002_train2015_000000000201.png,2011,Is the woman sitting on the floor?,"['is', 'the', 'woman', 'sitting', 'on', 'the', 'floor', '?']","['yes', 'yes, perhaps she fell']",['yes']
110,201,preprocessed/img/img_train/abstract_v002_train2015_000000000201.png,2012,Is the plant centered?,"['is', 'the', 'plant', 'centered', '?']",['no'],['no']
111,5,preprocessed/img/img_train/abstract_v002_train2015_000000000005.png,50,Are the people following the duck?,"['are', 'the', 'people', 'following', 'the', 'duck', '?']","['yes', 'no']","['yes', 'no']"
112,5,preprocessed/img/img_train/abstract_v002_train2015_000000000005.png,51,Is the little girl ahead of the woman?,"['is', 'the', 'little', 'girl', 'ahead', 'of', 'the', 'woman', '?']","['yes', 'no']","['yes', 'no']"
113,5,preprocessed/img/img_train/abstract_v002_train2015_000000000005.png,52,Are the ladies happy or sad?,"['are', 'the', 'ladies', 'happy', 'or', 'sad', '?']",['happy'],['happy']
114,390,preprocessed/img/img_train/abstract_v002_train2015_000000000390.png,3900,Where are the mushrooms growing?,"['where', 'are', 'the', 'mushrooms', 'growing', '?']","['bench', 'park', 'underneath park bench', 'below bench', 'under bench']","['bench', 'park', 'underneath park bench', 'below bench', 'under bench']"
115,390,preprocessed/img/img_train/abstract_v002_train2015_000000000390.png,3901,What color is the girls outfit?,"['what', 'color', 'is', 'the', 'girls', 'outfit', '?']","['blue', 'black']","['blue', 'black']"
116,390,preprocessed/img/img_train/abstract_v002_train2015_000000000390.png,3902,What color is the ground?,"['what', 'color', 'is', 'the', 'ground', '?']",['green'],['green']
117,953,preprocessed/img/img_train/abstract_v002_train2015_000000000953.png,9530,What are the boys playing with?,"['what', 'are', 'the', 'boys', 'playing', 'with', '?']",['football'],['football']
118,953,preprocessed/img/img_train/abstract_v002_train2015_000000000953.png,9531,What kind of animal is between the people?,"['what', 'kind', 'of', 'animal', 'is', 'between', 'the', 'people', '?']",['dog'],['dog']
119,953,preprocessed/img/img_train/abstract_v002_train2015_000000000953.png,9532,Which side of the seesaw is in the air?,"['which', 'side', 'of', 'the', 'seesaw', 'is', 'in', 'the', 'air', '?']","['left side', 'left']","['left', 'left side']"
120,625,preprocessed/img/img_train/abstract_v002_train2015_000000000625.png,6250,Why these chairs are scattered near the fireplace?,"['why', 'these', 'chairs', 'are', 'scattered', 'near', 'the', 'fireplace', '?']","['viewing', 'hot', 'to sit on', 'party', 'warmth', 'left there', 'to keep warm', 'storytime', 'people were sitting there', 'warm']","['to sit on', 'hot', 'party', 'warmth', 'left there', 'to keep warm', 'storytime', 'warm', 'people were sitting there', 'viewing']"
121,625,preprocessed/img/img_train/abstract_v002_train2015_000000000625.png,6251,Where is the door?,"['where', 'is', 'the', 'door', '?']","['on wall', 'by wall', 'middle', 'in center of picture', 'center', 'middle of road', 'on back wall']","['on wall', 'by wall', 'middle', 'in center of picture', 'center', 'middle of road', 'on back wall']"
122,625,preprocessed/img/img_train/abstract_v002_train2015_000000000625.png,6252,What color is the door?,"['what', 'color', 'is', 'the', 'door', '?']","['red', 'brown']","['red', 'brown']"
123,233,preprocessed/img/img_train/abstract_v002_train2015_000000000233.png,2330,Should the bread be on a plate?,"['should', 'the', 'bread', 'be', 'on', 'a', 'plate', '?']",['yes'],['yes']
124,233,preprocessed/img/img_train/abstract_v002_train2015_000000000233.png,2331,What is next to the couch?,"['what', 'is', 'next', 'to', 'the', 'couch', '?']","['rug', 'yarn', 'coat rack', 'coat hanger']","['rug', 'yarn', 'coat rack', 'coat hanger']"
